0, 123.0
1, 127.99
2, 129.0
3, 130.0
4, 131.0
5, 132.0
6, 133.0
7, 133.93
8, 134.0
9, 134.0
10, 135.0
11, 135.89
12, 136.0
13, 136.0
14, 136.0
15, 137.0
16, 137.0
17, 137.0
18, 138.0
19, 138.0
20, 138.0
21, 139.0
22, 139.0
23, 139.0
24, 139.0
25, 140.0
26, 140.0
27, 140.0
28, 141.0
29, 141.0
30, 141.0
31, 141.0
32, 142.0
33, 142.0
34, 142.0
35, 143.0
36, 143.0
37, 143.0
38, 143.0
39, 144.0
40, 144.0
41, 144.0
42, 144.0
43, 145.0
44, 145.0
45, 145.0
46, 145.0
47, 146.0
48, 146.0
49, 146.0
50, 146.0
51, 147.0
52, 147.0
53, 147.0
54, 148.0
55, 148.0
56, 148.0
57, 148.0
58, 149.0
59, 149.0
60, 150.0
61, 150.0
62, 151.0
63, 151.0
64, 151.0
65, 151.0
66, 152.0
67, 152.0
68, 153.0
69, 153.30999999999995
70, 154.0
71, 154.0
72, 155.0
73, 155.0
74, 156.0
75, 156.0
76, 157.0
77, 157.0
78, 158.0
79, 158.0
80, 159.0
81, 159.0
82, 160.0
83, 160.0
84, 161.0
85, 162.0
86, 162.0
87, 163.0
88, 163.12
89, 165.0
90, 165.0
91, 166.09000000000003
92, 168.0
93, 169.07000000000005
94, 171.05999999999995
95, 173.0
96, 175.0
97, 178.0
98, 183.01999999999998
99, 189.0
100, 217.0
